Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time,Capacity,cycle,type,ambient_temperature,time,Battery
3.751379291,-1.989893095,29.65712239,2,2.82,691.078,1.881508812,8,discharge,24,2008,B0007
3.747130839,-1.990535308,29.74639515,2,2.816,709.484,1.881508812,8,discharge,24,2008,B0007
3.743065897,-1.989110129,29.79930744,2,2.812,727.828,1.881508812,8,discharge,24,2008,B0007
3.739091357,-1.98733335,29.85339338,2,2.807,745.969,1.881508812,8,discharge,24,2008,B0007
3.734840255,-1.987856177,29.91525594,2,2.804,764.187,1.881508812,8,discharge,24,2008,B0007
3.730831403,-1.988312865,29.97280928,2,2.799,782.375,1.881508812,8,discharge,24,2008,B0007
3.726896286,-1.987137574,30.0120485,2,2.796,800.672,1.881508812,8,discharge,24,2008,B0007
3.722847926,-1.990964016,30.05364133,2,2.792,819,1.881508812,8,discharge,24,2008,B0007
3.719133784,-1.990223446,30.0933708,2,2.788,837.344,1.881508812,8,discharge,24,2008,B0007
3.714976031,-1.990239173,30.13993644,2,2.784,855.719,1.881508812,8,discharge,24,2008,B0007
3.711311028,-1.989727832,30.17295743,2,2.78,873.969,1.881508812,8,discharge,24,2008,B0007
3.707257195,-1.9894273,30.22391594,2,2.776,892.312,1.881508812,8,discharge,24,2008,B0007
3.703535477,-1.991366731,30.26983724,2,2.773,910.609,1.881508812,8,discharge,24,2008,B0007
3.699556615,-1.987927707,30.31123619,2,2.769,928.89,1.881508812,8,discharge,24,2008,B0007
3.695759147,-1.987336629,30.35265379,2,2.765,947.203,1.881508812,8,discharge,24,2008,B0007
3.691885667,-1.990881993,30.39430429,2,2.761,965.75,1.881508812,8,discharge,24,2008,B0007
3.687949787,-1.989587022,30.44229634,2,2.757,984.109,1.881508812,8,discharge,24,2008,B0007
3.684184019,-1.988744945,30.47539815,2,2.753,1002.5,1.881508812,8,discharge,24,2008,B0007
3.680574652,-1.990333426,30.53149794,2,2.75,1020.797,1.881508812,8,discharge,24,2008,B0007
3.676925207,-1.990906208,30.57569175,2,2.747,1039.203,1.881508812,8,discharge,24,2008,B0007
3.67321782,-1.990967,30.63570136,2,2.743,1057.547,1.881508812,8,discharge,24,2008,B0007
3.669538909,-1.988471132,30.6930162,2,2.739,1075.969,1.881508812,8,discharge,24,2008,B0007
3.666027517,-1.990074564,30.7303631,2,2.735,1094.312,1.881508812,8,discharge,24,2008,B0007
3.66255687,-1.991223201,30.79401281,2,2.732,1112.719,1.881508812,8,discharge,24,2008,B0007
3.659035329,-1.990080162,30.85063128,2,2.728,1131.094,1.881508812,8,discharge,24,2008,B0007
3.655212765,-1.989861334,30.89684153,2,2.725,1149.515,1.881508812,8,discharge,24,2008,B0007
3.651997691,-1.987294969,30.9579873,2,2.721,1167.969,1.881508812,8,discharge,24,2008,B0007
3.648254875,-1.989435043,31.00305905,2,2.717,1186.375,1.881508812,8,discharge,24,2008,B0007
3.644849922,-1.986532568,31.05954187,2,2.714,1204.922,1.881508812,8,discharge,24,2008,B0007
3.641457881,-1.988632613,31.12292381,2,2.711,1223.359,1.881508812,8,discharge,24,2008,B0007
3.638191096,-1.990497185,31.18477644,2,2.707,1241.859,1.881508812,8,discharge,24,2008,B0007
3.634620844,-1.988689959,31.2346158,2,2.704,1260.219,1.881508812,8,discharge,24,2008,B0007
3.631169465,-1.991125185,31.29875856,2,2.701,1278.781,1.881508812,8,discharge,24,2008,B0007
3.628037818,-1.985939568,31.33406846,2,2.697,1297.297,1.881508812,8,discharge,24,2008,B0007
3.624770176,-1.986795015,31.39167437,2,2.694,1315.765,1.881508812,8,discharge,24,2008,B0007
3.62116221,-1.990051798,31.4425508,2,2.691,1334.078,1.881508812,8,discharge,24,2008,B0007
3.618028386,-1.989826957,31.50460658,2,2.687,1352.578,1.881508812,8,discharge,24,2008,B0007
3.614834981,-1.990079611,31.55399704,2,2.684,1371.109,1.881508812,8,discharge,24,2008,B0007
3.611515948,-1.989815582,31.61537294,2,2.681,1389.594,1.881508812,8,discharge,24,2008,B0007
3.608594904,-1.988564152,31.65706816,2,2.677,1408.109,1.881508812,8,discharge,24,2008,B0007
3.605379595,-1.993055968,31.71604985,2,2.674,1426.656,1.881508812,8,discharge,24,2008,B0007
3.602033842,-1.987586702,31.7690909,2,2.671,1445.078,1.881508812,8,discharge,24,2008,B0007
3.598835488,-1.987354098,31.82426321,2,2.668,1463.765,1.881508812,8,discharge,24,2008,B0007
3.596065733,-1.991887383,31.87733637,2,2.665,1482.312,1.881508812,8,discharge,24,2008,B0007
3.592876633,-1.990748025,31.92996802,2,2.662,1501.078,1.881508812,8,discharge,24,2008,B0007
3.589789932,-1.988166897,31.977913,2,2.659,1519.64,1.881508812,8,discharge,24,2008,B0007
3.586955681,-1.991335432,32.01992658,2,2.656,1538.14,1.881508812,8,discharge,24,2008,B0007
3.583854935,-1.986838465,32.07958023,2,2.653,1556.765,1.881508812,8,discharge,24,2008,B0007
3.581062542,-1.987513798,32.1266359,2,2.65,1575.422,1.881508812,8,discharge,24,2008,B0007
3.577858249,-1.989352512,32.18422226,2,2.647,1594.015,1.881508812,8,discharge,24,2008,B0007
3.575001185,-1.989304857,32.23292282,2,2.644,1612.547,1.881508812,8,discharge,24,2008,B0007
3.572054422,-1.988490824,32.27297198,2,2.641,1631.125,1.881508812,8,discharge,24,2008,B0007
3.569330889,-1.987030419,32.31849071,2,2.638,1649.765,1.881508812,8,discharge,24,2008,B0007
3.566359958,-1.990391337,32.38791218,2,2.636,1668.39,1.881508812,8,discharge,24,2008,B0007
3.563862858,-1.990622357,32.43747957,2,2.632,1686.953,1.881508812,8,discharge,24,2008,B0007
3.56099544,-1.990856948,32.49581059,2,2.63,1705.5,1.881508812,8,discharge,24,2008,B0007
3.558342315,-1.988794025,32.52836787,2,2.628,1724.125,1.881508812,8,discharge,24,2008,B0007
3.55563358,-1.992053641,32.57654534,2,2.625,1742.734,1.881508812,8,discharge,24,2008,B0007
3.553051968,-1.989705774,32.61684652,2,2.622,1761.359,1.881508812,8,discharge,24,2008,B0007
3.550384096,-1.988359439,32.66767844,2,2.62,1780.094,1.881508812,8,discharge,24,2008,B0007
3.547826954,-1.99000852,32.71464507,2,2.617,1798.828,1.881508812,8,discharge,24,2008,B0007
3.545335292,-1.990948071,32.76193252,2,2.614,1817.531,1.881508812,8,discharge,24,2008,B0007
3.542840424,-1.988826756,32.81335684,2,2.612,1836.297,1.881508812,8,discharge,24,2008,B0007
3.540385033,-1.988975532,32.85049299,2,2.609,1854.922,1.881508812,8,discharge,24,2008,B0007
3.53800542,-1.99162684,32.90609653,2,2.607,1873.594,1.881508812,8,discharge,24,2008,B0007
3.535754811,-1.990946106,32.94916046,2,2.605,1892.312,1.881508812,8,discharge,24,2008,B0007
3.53339177,-1.989542671,32.9881823,2,2.602,1911.047,1.881508812,8,discharge,24,2008,B0007
3.530987283,-1.991478245,33.04142356,2,2.6,1929.828,1.881508812,8,discharge,24,2008,B0007
3.528935132,-1.990885074,33.09076308,2,2.598,1948.515,1.881508812,8,discharge,24,2008,B0007
3.526582054,-1.986924457,33.13090743,2,2.596,1967.25,1.881508812,8,discharge,24,2008,B0007
3.524512915,-1.987820351,33.16634098,2,2.594,1985.969,1.881508812,8,discharge,24,2008,B0007
3.522736049,-1.990661036,33.21801407,2,2.592,2004.781,1.881508812,8,discharge,24,2008,B0007
3.520495145,-1.991019333,33.25870473,2,2.589,2023.672,1.881508812,8,discharge,24,2008,B0007
3.518400635,-1.989364412,33.31268224,2,2.588,2042.453,1.881508812,8,discharge,24,2008,B0007
3.516386605,-1.989337464,33.36304571,2,2.585,2061.328,1.881508812,8,discharge,24,2008,B0007
3.514351661,-1.989890458,33.40327462,2,2.583,2080.25,1.881508812,8,discharge,24,2008,B0007
3.512639345,-1.993654034,33.45285097,2,2.582,2098.969,1.881508812,8,discharge,24,2008,B0007
3.510662916,-1.991991493,33.49447887,2,2.58,2117.922,1.881508812,8,discharge,24,2008,B0007
3.509045603,-1.988573225,33.53834614,2,2.578,2136.75,1.881508812,8,discharge,24,2008,B0007
3.507067396,-1.990282329,33.58624611,2,2.576,2155.531,1.881508812,8,discharge,24,2008,B0007
3.5051208,-1.989030225,33.63806299,2,2.574,2174.344,1.881508812,8,discharge,24,2008,B0007
3.503208699,-1.990003539,33.69392045,2,2.572,2193.25,1.881508812,8,discharge,24,2008,B0007
3.501541747,-1.988911294,33.74918988,2,2.57,2212.109,1.881508812,8,discharge,24,2008,B0007
3.499646015,-1.987611403,33.78452059,2,2.568,2231.062,1.881508812,8,discharge,24,2008,B0007
3.49793124,-1.988630496,33.84797753,2,2.566,2249.875,1.881508812,8,discharge,24,2008,B0007
3.496492674,-1.992122776,33.90067937,2,2.565,2268.765,1.881508812,8,discharge,24,2008,B0007
3.494310135,-1.989027945,33.9438324,2,2.563,2287.765,1.881508812,8,discharge,24,2008,B0007
3.49263967,-1.989357558,33.99184594,2,2.561,2306.719,1.881508812,8,discharge,24,2008,B0007
3.490736676,-1.987906976,34.05039365,2,2.56,2325.64,1.881508812,8,discharge,24,2008,B0007
3.488939915,-1.99186986,34.09262718,2,2.558,2344.594,1.881508812,8,discharge,24,2008,B0007
3.48697449,-1.98775577,34.14224269,2,2.556,2363.64,1.881508812,8,discharge,24,2008,B0007
3.485132325,-1.990689198,34.19359918,2,2.554,2382.594,1.881508812,8,discharge,24,2008,B0007
3.483136789,-1.988696358,34.25183036,2,2.552,2401.562,1.881508812,8,discharge,24,2008,B0007
3.481345439,-1.991642278,34.30236781,2,2.55,2420.64,1.881508812,8,discharge,24,2008,B0007
3.479109891,-1.98513436,34.3678731,2,2.548,2439.64,1.881508812,8,discharge,24,2008,B0007
3.4774556,-1.990211499,34.41116507,2,2.546,2458.64,1.881508812,8,discharge,24,2008,B0007
3.475299994,-1.988833264,34.47003944,2,2.544,2477.594,1.881508812,8,discharge,24,2008,B0007
3.473406406,-1.98636689,34.5385845,2,2.542,2496.687,1.881508812,8,discharge,24,2008,B0007
3.471124579,-1.988805299,34.59230406,2,2.54,2515.781,1.881508812,8,discharge,24,2008,B0007
3.469232548,-1.989254243,34.65120566,2,2.538,2534.906,1.881508812,8,discharge,24,2008,B0007
3.467010792,-1.991805391,34.70201755,2,2.536,2554.015,1.881508812,8,discharge,24,2008,B0007
3.46489905,-1.990748928,34.78148154,2,2.534,2573.109,1.881508812,8,discharge,24,2008,B0007
3.462583022,-1.990201734,34.84600057,2,2.531,2592.39,1.881508812,8,discharge,24,2008,B0007
3.460150726,-1.987793986,34.90487435,2,2.529,2611.515,1.881508812,8,discharge,24,2008,B0007
3.457762208,-1.990584781,34.97601883,2,2.526,2630.672,1.881508812,8,discharge,24,2008,B0007
3.45522338,-1.987669434,35.04283445,2,2.524,2649.89,1.881508812,8,discharge,24,2008,B0007
3.453017161,-1.992721914,35.11195519,2,2.522,2669.156,1.881508812,8,discharge,24,2008,B0007
3.450228971,-1.987200458,35.15734051,2,2.519,2688.484,1.881508812,8,discharge,24,2008,B0007
3.447513921,-1.986633996,35.23338369,2,2.516,2707.765,1.881508812,8,discharge,24,2008,B0007
3.444933528,-1.991279374,35.30443654,2,2.514,2727.047,1.881508812,8,discharge,24,2008,B0007
3.442084927,-1.992189894,35.38071657,2,2.511,2746.344,1.881508812,8,discharge,24,2008,B0007
3.43909152,-1.989621684,35.4616464,2,2.508,2765.672,1.881508812,8,discharge,24,2008,B0007
3.43624663,-1.987914499,35.52354437,2,2.505,2784.906,1.881508812,8,discharge,24,2008,B0007
3.432986497,-1.989354584,35.61707937,2,2.502,2804.203,1.881508812,8,discharge,24,2008,B0007
3.429644851,-1.987601089,35.67208077,2,2.498,2823.531,1.881508812,8,discharge,24,2008,B0007
3.426287312,-1.991152189,35.75014044,2,2.495,2843,1.881508812,8,discharge,24,2008,B0007
3.42285214,-1.991229279,35.82639041,2,2.492,2862.219,1.881508812,8,discharge,24,2008,B0007
3.419160506,-1.989475386,35.89665275,2,2.488,2881.547,1.881508812,8,discharge,24,2008,B0007
3.415240176,-1.986876974,35.97787865,2,2.484,2901.031,1.881508812,8,discharge,24,2008,B0007
3.41133265,-1.988120312,36.06008611,2,2.48,2920.484,1.881508812,8,discharge,24,2008,B0007
3.407060556,-1.986189177,36.14085883,2,2.476,2939.875,1.881508812,8,discharge,24,2008,B0007
3.402580205,-1.989349774,36.22280798,2,2.472,2959.25,1.881508812,8,discharge,24,2008,B0007
3.397621576,-1.991908037,36.297234,2,2.466,2978.609,1.881508812,8,discharge,24,2008,B0007
3.392605581,-1.986738112,36.39537016,2,2.462,2998.109,1.881508812,8,discharge,24,2008,B0007
3.387016263,-1.990015041,36.47720167,2,2.456,3017.594,1.881508812,8,discharge,24,2008,B0007
3.381128518,-1.989413804,36.54768876,2,2.45,3036.984,1.881508812,8,discharge,24,2008,B0007
3.374446696,-1.989617433,36.6481562,2,2.444,3056.422,1.881508812,8,discharge,24,2008,B0007
3.367134772,-1.989858836,36.72514916,2,2.436,3075.875,1.881508812,8,discharge,24,2008,B0007
3.359048739,-1.992928732,36.79989846,2,2.428,3095.328,1.881508812,8,discharge,24,2008,B0007
3.349875394,-1.987574203,36.91308956,2,2.42,3114.781,1.881508812,8,discharge,24,2008,B0007
3.339297925,-1.988798666,36.99182221,2,2.409,3134.453,1.881508812,8,discharge,24,2008,B0007
3.327420872,-1.990046747,37.10493103,2,2.398,3153.969,1.881508812,8,discharge,24,2008,B0007
3.314133825,-1.990552296,37.20141599,2,2.385,3173.422,1.881508812,8,discharge,24,2008,B0007
3.298368795,-1.99032028,37.30604565,2,2.37,3193.094,1.881508812,8,discharge,24,2008,B0007
3.280000961,-1.990632401,37.42723282,2,2.352,3212.719,1.881508812,8,discharge,24,2008,B0007
3.258773159,-1.990871101,37.53150156,2,2.331,3232.422,1.881508812,8,discharge,24,2008,B0007
3.233825839,-1.988875904,37.66529108,2,2.307,3252.234,1.881508812,8,discharge,24,2008,B0007
3.205039056,-1.989925878,37.8089997,2,2.28,3271.906,1.881508812,8,discharge,24,2008,B0007
3.17160595,-1.989397908,37.94532977,2,2.247,3291.484,1.881508812,8,discharge,24,2008,B0007
3.132235076,-1.99237698,38.0929455,2,2.209,3311.328,1.881508812,8,discharge,24,2008,B0007
3.085181958,-1.989103179,38.26631248,2,2.164,3331.203,1.881508812,8,discharge,24,2008,B0007
3.028712338,-1.987191442,38.41670911,2,2.109,3351.047,1.881508812,8,discharge,24,2008,B0007
2.957837338,-1.991742123,38.57249366,2,2.042,3370.875,1.881508812,8,discharge,24,2008,B0007
2.860212894,-1.991550653,38.75716219,2,1.953,3390.797,1.881508812,8,discharge,24,2008,B0007
2.713012266,-1.990452363,38.96198654,2,1.82,3410.672,1.881508812,8,discharge,24,2008,B0007
2.444101859,-1.988107696,39.22754572,2,1.587,3430.719,1.881508812,8,discharge,24,2008,B0007
2.02625062,-1.991183682,39.69675815,2,1.183,3450.812,1.881508812,8,discharge,24,2008,B0007
3.997969873,-1.989986197,24.32174871,2,3.024,35.578,1.869690787,9,discharge,24,2008,B0007
3.976676767,-1.992145261,24.47925342,2,3.008,53.719,1.869690787,9,discharge,24,2008,B0007
3.960463507,-1.98912249,24.63740445,2,2.994,71.828,1.869690787,9,discharge,24,2008,B0007
3.947160787,-1.988581187,24.82204306,2,2.983,90.062,1.869690787,9,discharge,24,2008,B0007
3.935745676,-1.988146019,25.00791363,2,2.982,108.203,1.869690787,9,discharge,24,2008,B0007
3.925819615,-1.989498858,25.18869501,2,2.979,126.375,1.869690787,9,discharge,24,2008,B0007
3.916411318,-1.988856208,25.36477463,2,2.975,144.547,1.869690787,9,discharge,24,2008,B0007
3.90849308,-1.991649484,25.55481069,2,2.969,162.719,1.869690787,9,discharge,24,2008,B0007
3.900427804,-1.991460996,25.73350589,2,2.963,180.922,1.869690787,9,discharge,24,2008,B0007
3.893082465,-1.989351451,25.90942167,2,2.957,199.141,1.869690787,9,discharge,24,2008,B0007
3.885861037,-1.98553293,26.09060073,2,2.951,217.297,1.869690787,9,discharge,24,2008,B0007
3.879440967,-1.990945129,26.26592414,2,2.945,235.437,1.869690787,9,discharge,24,2008,B0007
3.872695819,-1.99021966,26.41742364,2,2.94,253.672,1.869690787,9,discharge,24,2008,B0007
3.86650958,-1.987860027,26.59652744,2,2.934,271.891,1.869690787,9,discharge,24,2008,B0007
3.860496112,-1.990303121,26.77507522,2,2.928,289.969,1.869690787,9,discharge,24,2008,B0007
3.854909122,-1.990207433,26.92213472,2,2.923,308.156,1.869690787,9,discharge,24,2008,B0007
3.848971533,-1.98876605,27.06710454,2,2.917,326.187,1.869690787,9,discharge,24,2008,B0007
3.843672933,-1.989699559,27.22695826,2,2.911,344.312,1.869690787,9,discharge,24,2008,B0007
3.838280356,-1.988935012,27.3854149,2,2.907,362.594,1.869690787,9,discharge,24,2008,B0007
3.833028331,-1.988184082,27.53141343,2,2.901,380.875,1.869690787,9,discharge,24,2008,B0007
3.828088133,-1.988061614,27.69772252,2,2.897,399.062,1.869690787,9,discharge,24,2008,B0007
3.823171788,-1.989108942,27.83952154,2,2.892,417.203,1.869690787,9,discharge,24,2008,B0007
3.818126459,-1.991751925,27.98980181,2,2.887,435.547,1.869690787,9,discharge,24,2008,B0007
3.813243112,-1.99142995,28.13684698,2,2.882,453.75,1.869690787,9,discharge,24,2008,B0007
3.80794832,-1.988771606,28.28024222,2,2.877,471.953,1.869690787,9,discharge,24,2008,B0007
3.802832516,-1.990337268,28.41887913,2,2.872,490.156,1.869690787,9,discharge,24,2008,B0007
3.798001364,-1.99039709,28.53576006,2,2.867,508.328,1.869690787,9,discharge,24,2008,B0007
3.792768632,-1.992588392,28.67178761,2,2.863,526.484,1.869690787,9,discharge,24,2008,B0007
3.787911848,-1.991207719,28.79908712,2,2.857,544.687,1.869690787,9,discharge,24,2008,B0007
3.782994813,-1.988785274,28.92987933,2,2.852,562.937,1.869690787,9,discharge,24,2008,B0007
3.778239905,-1.990095044,29.03935376,2,2.847,581.141,1.869690787,9,discharge,24,2008,B0007
3.773572353,-1.993779538,29.14976641,2,2.843,599.422,1.869690787,9,discharge,24,2008,B0007
3.76891567,-1.990356676,29.26180027,2,2.838,617.594,1.869690787,9,discharge,24,2008,B0007
3.764342158,-1.98776783,29.3544887,2,2.834,635.797,1.869690787,9,discharge,24,2008,B0007
3.7599732,-1.989552178,29.44869675,2,2.829,654.109,1.869690787,9,discharge,24,2008,B0007
3.755290781,-1.988193788,29.52606937,2,2.825,672.422,1.869690787,9,discharge,24,2008,B0007
3.751246026,-1.990192837,29.60353786,2,2.821,690.75,1.869690787,9,discharge,24,2008,B0007
3.747181985,-1.989239187,29.67961851,2,2.817,709.078,1.869690787,9,discharge,24,2008,B0007
3.742772019,-1.988528349,29.73785711,2,2.812,727.297,1.869690787,9,discharge,24,2008,B0007
3.738768203,-1.991748052,29.80530499,2,2.808,745.625,1.869690787,9,discharge,24,2008,B0007
3.734585025,-1.986648244,29.85630562,2,2.804,764.047,1.869690787,9,discharge,24,2008,B0007
3.730473714,-1.988682559,29.90747726,2,2.8,782.391,1.869690787,9,discharge,24,2008,B0007
3.726748854,-1.989904891,29.94761877,2,2.795,800.719,1.869690787,9,discharge,24,2008,B0007
3.722720818,-1.990295275,30.00154703,2,2.792,819.156,1.869690787,9,discharge,24,2008,B0007
3.718759,-1.990931791,30.04058329,2,2.788,837.484,1.869690787,9,discharge,24,2008,B0007
3.714714492,-1.990402297,30.0873576,2,2.784,855.75,1.869690787,9,discharge,24,2008,B0007
3.710828978,-1.989386239,30.1367503,2,2.78,874.031,1.869690787,9,discharge,24,2008,B0007
3.706971897,-1.99015093,30.15809453,2,2.776,892.297,1.869690787,9,discharge,24,2008,B0007
3.702989845,-1.989101181,30.20908458,2,2.773,910.625,1.869690787,9,discharge,24,2008,B0007
3.699128896,-1.986929517,30.25089729,2,2.769,928.953,1.869690787,9,discharge,24,2008,B0007
3.695413313,-1.991183793,30.29561548,2,2.765,947.203,1.869690787,9,discharge,24,2008,B0007
3.691748956,-1.988586714,30.34360724,2,2.761,965.562,1.869690787,9,discharge,24,2008,B0007
3.687656009,-1.989508633,30.39290957,2,2.757,983.828,1.869690787,9,discharge,24,2008,B0007
3.683883469,-1.985979113,30.43727024,2,2.754,1002.187,1.869690787,9,discharge,24,2008,B0007
3.680336792,-1.989865198,30.48033626,2,2.75,1020.453,1.869690787,9,discharge,24,2008,B0007
3.676640352,-1.990765417,30.52291234,2,2.747,1038.812,1.869690787,9,discharge,24,2008,B0007
3.672795074,-1.990403865,30.58338172,2,2.743,1057.219,1.869690787,9,discharge,24,2008,B0007
3.669448218,-1.989862306,30.63355586,2,2.739,1075.578,1.869690787,9,discharge,24,2008,B0007
3.665673034,-1.988910425,30.68761333,2,2.735,1093.922,1.869690787,9,discharge,24,2008,B0007
3.662050238,-1.989058417,30.72844958,2,2.732,1112.234,1.869690787,9,discharge,24,2008,B0007
3.658649032,-1.989127792,30.78219104,2,2.728,1130.672,1.869690787,9,discharge,24,2008,B0007
3.654992912,-1.991142888,30.83251195,2,2.725,1149.062,1.869690787,9,discharge,24,2008,B0007
3.651514381,-1.988502238,30.90755907,2,2.721,1167.328,1.869690787,9,discharge,24,2008,B0007
3.648132249,-1.989820243,30.95882998,2,2.718,1185.719,1.869690787,9,discharge,24,2008,B0007
3.644569778,-1.988825901,31.00585674,2,2.714,1204.062,1.869690787,9,discharge,24,2008,B0007
3.641086502,-1.990423165,31.05758263,2,2.711,1222.453,1.869690787,9,discharge,24,2008,B0007
3.637801165,-1.990862751,31.11491298,2,2.707,1240.906,1.869690787,9,discharge,24,2008,B0007
3.63444929,-1.988583701,31.16593182,2,2.704,1259.297,1.869690787,9,discharge,24,2008,B0007
3.630835496,-1.986984915,31.23108607,2,2.701,1277.687,1.869690787,9,discharge,24,2008,B0007
3.627728855,-1.989927964,31.29574869,2,2.697,1296.203,1.869690787,9,discharge,24,2008,B0007
3.624489373,-1.989365579,31.34353057,2,2.694,1314.516,1.869690787,9,discharge,24,2008,B0007
3.621217508,-1.988536862,31.38746214,2,2.691,1332.984,1.869690787,9,discharge,24,2008,B0007
3.617992022,-1.990215073,31.44222698,2,2.687,1351.484,1.869690787,9,discharge,24,2008,B0007
3.614850919,-1.990272415,31.50170489,2,2.684,1369.922,1.869690787,9,discharge,24,2008,B0007
3.611267542,-1.990635847,31.55838726,2,2.681,1388.422,1.869690787,9,discharge,24,2008,B0007
3.608349851,-1.990640424,31.61141269,2,2.677,1406.984,1.869690787,9,discharge,24,2008,B0007
3.604955666,-1.989808021,31.66506284,2,2.675,1425.453,1.869690787,9,discharge,24,2008,B0007
3.602057834,-1.987996292,31.71607707,2,2.671,1444.094,1.869690787,9,discharge,24,2008,B0007
3.598608597,-1.989316122,31.77124496,2,2.669,1462.625,1.869690787,9,discharge,24,2008,B0007
3.595856109,-1.991301302,31.81597286,2,2.665,1481.078,1.869690787,9,discharge,24,2008,B0007
3.592608143,-1.987737316,31.85795493,2,2.662,1499.625,1.869690787,9,discharge,24,2008,B0007
3.589575449,-1.989807958,31.91232223,2,2.659,1518.141,1.869690787,9,discharge,24,2008,B0007
3.586593267,-1.989508124,31.97361045,2,2.656,1536.672,1.869690787,9,discharge,24,2008,B0007
3.583636695,-1.989485456,32.01634335,2,2.654,1555.219,1.869690787,9,discharge,24,2008,B0007
3.58071945,-1.991303773,32.06096501,2,2.65,1573.75,1.869690787,9,discharge,24,2008,B0007
3.578090859,-1.988645618,32.12392824,2,2.647,1592.297,1.869690787,9,discharge,24,2008,B0007
3.575145161,-1.992562477,32.18101133,2,2.644,1610.875,1.869690787,9,discharge,24,2008,B0007
3.572073573,-1.988908786,32.22162372,2,2.642,1629.516,1.869690787,9,discharge,24,2008,B0007
3.569266345,-1.988732158,32.27301139,2,2.639,1648.094,1.869690787,9,discharge,24,2008,B0007
3.566494328,-1.989936023,32.32949696,2,2.636,1666.562,1.869690787,9,discharge,24,2008,B0007
3.563752706,-1.986166811,32.38274112,2,2.633,1685.078,1.869690787,9,discharge,24,2008,B0007
3.56091329,-1.990466595,32.43578855,2,2.63,1703.656,1.869690787,9,discharge,24,2008,B0007
3.558259667,-1.989334893,32.48346729,2,2.628,1722.312,1.869690787,9,discharge,24,2008,B0007
3.555702953,-1.990094298,32.52887471,2,2.625,1740.937,1.869690787,9,discharge,24,2008,B0007
3.55293114,-1.987503424,32.55774664,2,2.622,1759.484,1.869690787,9,discharge,24,2008,B0007
3.550318872,-1.988945112,32.60605925,2,2.62,1778.062,1.869690787,9,discharge,24,2008,B0007
3.547946713,-1.988635559,32.66367575,2,2.617,1796.672,1.869690787,9,discharge,24,2008,B0007
3.545399968,-1.985079186,32.72275679,2,2.614,1815.437,1.869690787,9,discharge,24,2008,B0007
3.542948822,-1.989096516,32.75624537,2,2.612,1834.109,1.869690787,9,discharge,24,2008,B0007
3.540527353,-1.989238472,32.79169459,2,2.61,1852.984,1.869690787,9,discharge,24,2008,B0007
3.538186139,-1.989707527,32.84663307,2,2.608,1871.625,1.869690787,9,discharge,24,2008,B0007
3.535797506,-1.987138567,32.89311565,2,2.605,1890.359,1.869690787,9,discharge,24,2008,B0007
3.533512723,-1.989935013,32.94100771,2,2.602,1909.203,1.869690787,9,discharge,24,2008,B0007
3.531220367,-1.990586073,32.98961813,2,2.6,1927.969,1.869690787,9,discharge,24,2008,B0007
3.529239413,-1.989587858,33.03994074,2,2.598,1946.75,1.869690787,9,discharge,24,2008,B0007
3.52692425,-1.988915159,33.08257652,2,2.596,1965.594,1.869690787,9,discharge,24,2008,B0007
3.524500983,-1.989724727,33.13190305,2,2.594,1984.437,1.869690787,9,discharge,24,2008,B0007
3.522603849,-1.989279808,33.16130814,2,2.592,2003.172,1.869690787,9,discharge,24,2008,B0007
3.520560898,-1.989997691,33.20921791,2,2.59,2022.031,1.869690787,9,discharge,24,2008,B0007
3.51859828,-1.988968779,33.24776832,2,2.588,2040.844,1.869690787,9,discharge,24,2008,B0007
3.516598122,-1.989059119,33.30805484,2,2.586,2059.609,1.869690787,9,discharge,24,2008,B0007
3.514709478,-1.991429054,33.35206437,2,2.584,2078.359,1.869690787,9,discharge,24,2008,B0007
3.512621646,-1.988357987,33.40369251,2,2.582,2097.172,1.869690787,9,discharge,24,2008,B0007
3.510846511,-1.989990515,33.45574364,2,2.58,2115.969,1.869690787,9,discharge,24,2008,B0007
3.509048862,-1.991537093,33.49299631,2,2.578,2134.781,1.869690787,9,discharge,24,2008,B0007
3.507118031,-1.989927615,33.54745942,2,2.576,2153.687,1.869690787,9,discharge,24,2008,B0007
3.505211542,-1.989264609,33.5953304,2,2.574,2172.547,1.869690787,9,discharge,24,2008,B0007
3.503422577,-1.989131415,33.64157737,2,2.572,2191.406,1.869690787,9,discharge,24,2008,B0007
3.501735835,-1.989057761,33.68736005,2,2.57,2210.312,1.869690787,9,discharge,24,2008,B0007
3.499818408,-1.989614463,33.74856607,2,2.569,2229.203,1.869690787,9,discharge,24,2008,B0007
3.498046114,-1.99128586,33.78600974,2,2.567,2248.187,1.869690787,9,discharge,24,2008,B0007
3.496252403,-1.986835936,33.83493401,2,2.565,2267.094,1.869690787,9,discharge,24,2008,B0007
3.494280174,-1.991667261,33.89080763,2,2.563,2285.984,1.869690787,9,discharge,24,2008,B0007
3.492765096,-1.988690012,33.94090415,2,2.562,2304.891,1.869690787,9,discharge,24,2008,B0007
3.490793255,-1.988357165,33.99558713,2,2.56,2323.812,1.869690787,9,discharge,24,2008,B0007
3.488789204,-1.987731675,34.03886947,2,2.558,2342.812,1.869690787,9,discharge,24,2008,B0007
3.487073576,-1.990760968,34.08551129,2,2.556,2361.922,1.869690787,9,discharge,24,2008,B0007
